Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount
169315,1.122147139,-1.854697528,-1.081595069,0.438030532,-0.921601788,-0.185124967,0.135093931,-0.043334984,1.147164787,-0.285502822,0.406770575,0.900875887,-0.661359814,0.333135944,-0.569820545,0.218981731,-0.542256028,0.073173256,0.634381051,0.654291466,-0.115503076,-1.209051384,0.011634329,-0.372183829,-0.666525698,-0.457533358,-0.091702215,0.022768949,451.92
169316,1.709112063,-0.424756438,-0.374813328,1.670607065,-0.434443774,-0.226463616,-0.02698558,-0.099511191,1.00633189,-0.100207318,-1.077129507,1.311758917,0.845258033,-0.443260983,-1.269603848,-0.519532703,-0.047545488,-1.078951792,0.096975486,-0.00580934,-0.438543573,-1.158619288,0.333636999,-0.063798009,-0.340083289,-1.117585987,0.043547502,-0.008942406,119.95
169316,2.305152731,-1.368882617,-1.085400115,-1.580854336,-1.116977774,-0.582716737,-1.099170031,-0.150998991,-1.142532075,1.586288713,-1.133973886,-1.181454973,-0.257894102,-0.264812265,-0.053481312,-0.61525429,0.576554309,-0.107379912,-0.166662578,-0.465141465,-0.18030778,-0.052999392,0.273298401,0.636846573,-0.179597748,-0.186070773,0.002616404,-0.046873354,15
169317,1.894014997,-0.965008721,0.868425864,1.064616345,-1.669413585,0.484130555,-1.592955822,0.391455648,2.662399553,-0.279987908,-1.966313876,0.402203341,-0.766450555,-1.182480718,-1.448121803,-0.121189351,0.0910829,0.067701523,0.170001981,-0.288229345,0.065575357,0.750842966,0.170249322,0.033901906,-0.341896213,0.449026332,0.061395753,-0.034930649,2.7
169317,2.052063609,-0.171883166,-2.379188295,-0.074963038,0.786026548,-0.820862275,0.613919597,-0.343785878,-0.072261416,0.379211894,0.040903603,0.139668484,-0.656039583,1.014916505,-0.263138253,0.191312078,-0.869017528,0.21329652,0.66187702,-0.116597385,0.082060012,0.158913555,-0.134438902,-0.984953853,0.274712744,0.769645464,-0.144064968,-0.095049464,57.11
169317,0.041781867,0.918282522,0.311477109,-0.589448461,0.466809379,-1.110753267,1.06889184,-0.252050244,-0.161375139,-0.434548949,-0.788183948,0.547363671,0.774373697,-0.039356919,-0.487845375,-0.131488616,-0.449194509,-0.844742218,-0.092766687,0.013002553,-0.250343927,-0.507135323,0.064756901,0.06019997,-0.463990205,0.135129745,0.251720337,0.09925337,4.49
169318,1.696733273,-1.623915568,-2.231129741,-1.288604899,-0.484072503,-1.054565234,0.370323391,-0.473478531,-0.504707291,0.51398374,0.464687227,0.92263091,0.398100576,0.487773991,-0.994950589,-2.099360137,-0.024381548,1.120971758,0.240799079,-0.02598232,-0.167218267,-0.398213873,-0.177331408,-0.263992269,0.035824313,0.746410244,-0.139901982,-0.044642588,280
169319,-0.491054099,0.427001459,1.397216338,-0.826037877,-0.121693715,-0.449759628,0.326464462,0.134923886,0.149690639,-0.48142317,0.572825588,0.095869032,-1.299840195,0.269354197,-0.523097995,0.603043066,-0.758005979,0.263690882,0.088256165,-0.197863573,-0.098403017,-0.409629593,0.138222234,0.033771943,-1.0389635,0.120996319,-0.02005311,0.190940608,18.94
169319,-3.726638188,3.717094509,-3.642349941,-0.772464106,-1.44251586,-0.7528615,-1.722184099,3.016393552,-0.147003164,0.292933633,-0.630524538,1.362064982,-0.055649209,2.433408073,-0.289847013,0.648563042,0.237213098,1.060539427,0.302966599,-0.023927619,0.51066157,1.067193764,0.313797154,0.274657496,-0.289452907,-0.211580399,0.130811453,0.210274523,0.89
169320,1.951168708,-0.224340917,-1.75115826,0.54036329,0.107020819,-1.378560435,0.598567112,-0.44026981,0.700044424,-0.071573248,-1.080185706,0.035548546,-0.919771495,0.643816822,-0.220322378,-0.748926876,-0.06246115,-0.514379,0.2398422,-0.180583858,0.024627016,0.131434055,-0.025132858,-0.013864364,0.3202699,-0.223607512,-0.053709459,-0.057041991,71.96
169320,-0.050213374,0.93280479,0.689617041,-0.375450869,0.108164548,-1.623773592,1.105880458,-0.335050695,-0.296620477,-0.449746499,0.08787146,1.110292272,1.127476102,-0.085196802,-0.606411756,-0.413181076,-0.156494334,-1.192911611,-0.429497882,0.032364636,-0.181823827,-0.305408775,0.181330771,0.958354069,-0.562035081,0.078577614,0.253921899,0.110235159,7.18
169320,-0.510602215,1.028376772,-0.004584406,-0.853966507,0.536491268,-0.489667437,0.935066083,-0.129441926,0.0825998,0.282439633,0.546401812,0.583931384,-0.244070853,0.13226004,-0.959180067,0.07523455,-0.770273932,-0.244486246,0.272576825,-0.060748878,-0.240127246,-0.473566621,0.045228826,-0.41158751,-0.555879631,0.054815182,-0.616066347,-0.420422402,13.98
169321,0.115295954,0.964778071,-2.149621328,-0.307319467,0.84722634,-1.157972943,1.475441724,-0.026794547,-0.615612241,-1.165207626,-0.926919958,-0.006306916,0.15728662,-0.494377743,-0.766151384,-0.010162904,0.727840753,-0.027483403,-0.349524146,-0.042410116,0.23652445,0.507186764,0.192207143,0.627527426,-0.224402503,0.514632843,-0.18851124,-0.037901857,114
169321,1.530379855,-0.551741214,-1.972320217,0.745571616,0.009988145,-1.398867523,0.734736474,-0.549662679,0.340230942,-0.64126205,-0.091706612,0.844219851,1.484330621,-0.953039289,0.773354502,0.168291735,0.325603804,0.375859155,-0.532827077,0.441393191,0.378129595,0.717045748,-0.277208638,0.0360441,0.200611675,-0.137951594,-0.044503143,0.019597762,276.42
169322,2.076589452,-0.050571609,-2.186622199,0.148721415,1.106261631,0.022762639,0.443598107,-0.210780066,0.005202795,0.256780189,-0.020334444,1.162404791,0.97765903,0.352114303,-1.14403612,-0.084682468,-0.815227926,-0.037340032,0.834096957,-0.057926827,-0.026653367,0.062316245,-0.074544823,-0.27207491,0.374465218,0.38675954,-0.091414011,-0.081550385,29.95
169322,2.060754423,-0.315650621,-0.778083945,0.043749941,-0.046755427,0.046723173,-0.46032924,-0.009845007,0.963013593,-0.026860841,-1.341474295,0.474395264,0.937541197,-0.247462053,0.539354834,0.624649892,-0.831086203,-0.307840983,0.252471465,-0.086328746,-0.307828742,-0.793947309,0.374420014,0.03733298,-0.507600321,0.240105116,-0.041627106,-0.041938967,11.99
169324,0.297987857,0.373793214,1.280719126,1.006596552,0.065622988,0.437141101,0.031932477,-0.131150675,0.494796919,0.095257601,-1.406619096,-0.242312286,0.495984422,-0.358382718,1.771997673,-0.996254176,0.155553592,0.801816567,2.673481425,0.329088608,0.239474161,1.194511126,-0.220007832,-0.649007389,-0.814321061,0.159353403,0.148512444,0.001611122,9.99
169325,-0.168517193,1.278538611,-0.755439514,-0.526058447,0.681113571,-0.854342851,0.771695455,0.107733949,-0.293739914,-0.532848076,-1.571999445,0.43016256,1.25802563,0.483032145,0.354070864,-0.153583984,-0.638844681,0.311284014,0.310077402,-0.045807016,0.372914695,1.280391777,-0.189660162,-0.647087634,-0.630837529,-0.17657752,0.391803337,0.254747694,1
169325,-0.060498805,0.9361614,-0.85214967,-1.475470077,1.763542772,-0.685334532,1.825381355,-0.554849677,0.067299459,0.456293946,0.363244966,-0.567588657,-1.820962063,0.694167573,-0.51655144,-0.486743733,-0.914003116,0.31905922,0.254479089,0.142604504,0.116867945,0.830029634,-0.330337199,0.229255609,-0.327532443,0.020597702,0.157052495,-0.126009795,0.76
169325,-1.057695304,-0.01264308,0.693139374,-1.808907375,-0.388810476,-0.79394253,0.138208037,0.327399415,-0.729592182,-0.556886898,-1.52460831,0.207952015,0.676451684,-0.715849231,-2.797682224,0.327116742,0.780675178,-2.158938122,0.641438442,0.220780229,-0.037717182,-0.088612555,-0.045497833,0.079686252,0.179852612,-0.41412349,0.223756219,0.077671879,56.15
169326,-0.694552672,-0.121231647,1.250017008,-2.56789349,0.535551086,-0.699039202,0.982177118,-0.543786612,-1.263973077,0.44364912,0.565230903,-1.310336747,-1.225281662,-0.185997024,-0.69673269,1.264352449,-0.599496354,-0.479706682,0.294769053,0.117279471,0.369094626,1.159786742,-0.668686504,-0.309051257,1.000464452,0.053084234,-0.491859505,-0.416988613,35.85
169327,2.085090193,0.102618337,-1.783342719,0.387943608,0.42846832,-0.808458797,0.134762593,-0.186630367,0.611289775,-0.357364131,-0.827677464,-0.279397039,-0.612328132,-0.713617076,0.29391851,0.395052937,0.456902554,-0.170273851,0.116474975,-0.195559075,-0.382862882,-1.031216988,0.328743863,0.359651852,-0.261151434,0.183683493,-0.067545621,-0.033511157,1.98
169327,-7.830907258,7.033489062,-5.024521988,-1.530010583,-2.687515723,-1.995746503,-1.382213696,2.722497804,3.902245043,6.268820245,-1.310555071,0.851058753,-0.086501056,0.514304408,0.679421814,-0.331342343,0.283270896,0.026211132,-0.681406742,2.396095768,-0.297749527,0.914519659,0.425263847,-0.033949418,0.405133618,-0.346785146,0.056998993,-0.982463321,0.99
169328,-0.443235624,1.157597389,0.057701992,-0.641108345,0.18183581,-0.3131443,0.192286022,-0.477996123,0.157255691,-1.0377204,-1.62317053,0.747112694,0.915050818,0.141476751,-0.364042256,0.178751153,-0.51967753,-0.42501326,0.286891739,-0.412062237,0.373104539,-1.391513333,0.278256097,-0.727421049,-0.546892216,-0.870456131,0.01076088,-0.007830428,12.99
169329,-0.827632564,0.711689029,0.138118589,0.168091445,0.517171787,-1.013700775,0.487870113,0.120655179,-0.629244095,-0.490294715,-0.860173763,0.688785986,1.116767648,0.358866914,0.169070543,-0.528465248,0.160217212,-0.706050363,1.126977406,-0.110848427,-0.117624256,-0.270774789,0.410213617,-0.04769182,-0.746832835,0.288422229,-0.057011539,0.091107068,1.29
169329,2.118774595,-0.171388538,-3.54006106,-1.077068067,2.96078049,2.697223182,0.161898549,0.497350525,0.052800739,0.039148525,0.137105637,0.25405524,-0.297374153,1.019757861,0.794625261,-0.716669068,-0.335209224,-0.667252717,-0.020176411,-0.168499831,0.145658021,0.449284802,-0.00226779,0.759934325,0.474665551,0.261302212,-0.067037761,-0.085418657,3.85
169331,1.844796173,-0.417351399,0.076482244,1.179792942,-0.62292332,0.516740082,-0.96484659,0.36089866,1.023134574,0.307836616,0.653109014,0.73254573,-0.493596473,0.061667625,0.119594107,0.775842401,-0.959043452,0.81697289,-0.477497028,-0.211138086,0.138026401,0.434853462,0.290892825,0.647406125,-0.3913425,-0.782060186,0.068070551,-0.020798842,25
169331,-0.250874689,0.939492772,0.485859108,0.463988969,1.176010508,0.212988193,1.0946142,-0.139845734,-0.384426206,-0.578138008,-2.021243006,0.429054553,1.399479977,-0.307708847,-0.847892572,-0.544132529,-0.502253358,0.005485811,0.503905212,0.038342868,0.161312034,0.748333403,-0.455605411,-1.003353859,0.333255575,-0.35745831,0.185826017,0.154372991,26.28
169332,0.174383293,0.733261173,0.356267685,-0.059591258,0.169564503,-1.783272537,0.984074883,-0.401681112,-0.206700297,-0.483656607,-0.038040017,0.415469967,0.155182229,0.414994457,0.427857721,-0.663754958,-0.149575375,-0.187257722,-0.302976002,-0.138720165,0.429493294,1.34859514,-0.064043774,0.97741597,-0.480562058,-0.222510753,0.127543302,0.113667291,4.49
169332,-5.854011049,5.631335932,-6.084283934,-1.556244563,-1.879722438,-0.650675978,-3.353421427,1.619887785,-0.821385217,-0.264239029,-1.355974007,2.130080153,0.072171529,3.814245474,-1.060569314,0.945105774,0.8138178,0.641489072,-0.056875738,0.686482004,-0.852883159,0.931731871,0.570627945,-0.227759861,0.416716085,0.143739545,0.035745731,0.216264118,0.39
169332,-1.42547319,1.900845452,-0.718538917,-1.368826672,0.830382599,-0.252624234,1.064996668,-0.162031575,1.198866318,2.116982936,0.117959123,0.632171717,0.446316208,-0.530877023,-0.924796282,0.176353712,-1.24088211,-0.08513978,0.404115369,0.98512531,-0.543915677,-0.755742652,-0.033063963,-1.122617269,-0.023520756,0.190118123,0.800758715,0.331531046,9.81
169332,-0.490583545,1.180199874,-0.39159812,-0.623033174,1.925774687,-0.873559477,1.863287948,-0.433452125,-1.199815784,-0.605753873,-1.871531587,-0.93188218,-0.576749607,0.8010192,-0.137574063,-0.740378307,-0.257080046,-0.175151201,0.728522296,-0.037702201,0.209536162,0.653015071,-0.933711751,-0.962392097,1.540314431,0.979380162,-0.089559037,0.001488901,0.01
169333,1.980897227,-0.159432008,-1.027598159,0.324461642,-0.123558633,-0.852345408,0.072937498,-0.16040265,0.300293896,0.233137916,1.052972566,1.080045075,-0.216743772,0.52123848,-0.597989646,0.01808223,-0.441164258,-0.466158615,0.329297795,-0.209003748,-0.220817267,-0.568615766,0.336325452,0.013639159,-0.36536392,0.177673316,-0.074745489,-0.068081701,13.99
169334,2.045072089,-0.254082078,-1.248284977,0.22808369,-0.071247516,-0.712506519,-0.059554872,-0.051424328,0.605845836,0.300310825,0.273851954,-0.045660773,-1.91568394,0.839394064,-0.416482626,0.297098425,-0.568413521,-0.006077637,0.595854424,-0.326109176,-0.28567458,-0.819350296,0.302959885,-0.460301815,-0.342940274,0.209221744,-0.087932687,-0.078254841,1.98
169336,2.226102719,-1.528266403,-0.816557532,-1.647094695,-1.326043693,-0.268347085,-1.362629951,0.037311886,-1.237131692,1.74353961,0.547459952,-0.570820511,-0.505539225,-0.137163146,-0.689030564,-0.247675404,0.260486607,0.577159184,0.102658469,-0.433489614,-0.113252454,0.063335385,0.282752818,0.719672734,-0.302745107,-0.232105993,0.004651139,-0.049044127,27
169336,-0.984582215,0.281918897,-0.154253753,-2.556560982,0.442710243,-0.471213694,0.056135049,0.374430361,-1.580566385,0.133041883,0.36706178,0.041402932,0.779472524,0.124822748,-1.050977285,1.612868813,-0.508337709,-0.589418679,0.217040812,0.069390454,0.464091123,1.173217265,-0.12632863,0.328562265,0.125673187,-0.193430503,0.114140041,0.118319649,12.18
169336,1.978519153,-0.506992813,-0.432999916,0.256777802,-0.574634006,-0.058803695,-0.762025072,0.130668188,1.002450721,0.219436416,0.392212752,0.652628795,-0.269096986,0.078051735,-0.036270431,0.639124958,-0.861592425,0.682517292,0.009716019,-0.204790055,0.272640463,0.953131498,0.069907841,-0.40930383,-0.221742632,0.654089602,-0.027396905,-0.064892721,6.47
169337,2.06566763,-0.037798021,-1.124397946,0.368634357,-0.006320208,-1.031905167,0.18841127,-0.317685203,0.500993822,0.055613145,-0.774499109,0.581809127,0.416244654,0.20615087,0.062690486,-0.133651473,-0.307364884,-0.947968898,0.131136737,-0.205571964,-0.290196264,-0.677078412,0.324099217,-0.160925479,-0.281258573,0.209714968,-0.065519606,-0.061464816,1.29
169338,2.132597781,-0.792785917,-0.677548891,-0.791069548,-0.928943892,-1.096116153,-0.531158485,-0.28770504,-0.279981954,0.694198062,-0.523279962,0.000552183,0.775013077,-0.36155314,-0.063852022,1.025630566,0.205369259,-2.003164732,0.821627663,0.043261459,-0.25015419,-0.766477721,0.452607845,0.007316463,-0.524698152,-0.682852794,-0.008583789,-0.038643479,34.99
169340,-0.779189362,-0.489849731,0.234493898,-2.033907352,-1.039269226,0.279389152,-0.112310238,-0.075084582,-1.874332726,1.311939153,-2.024099955,-1.57608989,0.589157521,-0.588270846,0.32342871,-0.635830159,0.509497372,0.498228776,1.229128299,-0.536703061,-0.207470478,0.172742602,0.02634463,-1.060212013,-0.274542548,-0.000507796,-0.357091871,-0.175660069,122.65
169341,1.104711539,-2.175252887,-1.258146354,-0.469237851,-1.02206231,-0.228210289,-0.002660651,-0.177190247,1.44425858,-0.630450917,-0.760801395,0.558755618,0.725729971,-0.056845532,1.299059834,0.312062696,-0.565939293,0.143035492,-0.071053678,0.905067164,0.469674076,0.395281358,-0.246422486,0.624768202,-0.475382641,0.632906586,-0.131033993,0.039843706,504.44
169342,1.942190576,-0.107815658,-2.111444687,0.081961662,0.790397549,-0.024425915,0.096294935,-0.067935484,0.642783963,-0.731083513,0.598545107,1.252613338,1.046841895,-1.521222602,-0.837157782,0.412450609,0.427197619,0.705181779,0.730196026,0.067921079,-0.211482254,-0.487086951,0.039006337,-0.23275394,0.057778579,-0.09762995,-0.020044848,-0.02109118,66
169343,-0.547079877,0.243265268,1.26229237,-2.79942716,0.580181538,0.55721586,0.429712008,0.074343411,1.123337169,-1.302121336,-0.025411202,-0.126365745,-1.209255392,0.103606682,0.859137363,-0.1790044,-0.752832382,0.893536816,1.961413229,0.062380228,-0.292192681,-0.736607113,-0.389268872,-0.450990654,0.351200764,-0.372835048,-0.248602432,-0.169869442,7.56
169343,2.064638002,0.171207459,-1.688696822,0.412919779,0.461295888,-0.802949028,0.191269286,-0.228776309,0.446772609,-0.395259245,-0.446546885,0.32918658,0.347297624,-0.895233611,0.218938065,0.237281693,0.521835091,-0.440040066,-0.029901537,-0.144291007,-0.353822402,-0.892852575,0.34593675,0.516520493,-0.266492135,0.174335629,-0.057595067,-0.030141696,1.79
169343,1.67814428,-1.088922582,-0.961913033,0.49646986,-0.570933421,-0.098415598,-0.390374363,-0.015888822,1.269655428,0.044844758,-1.969058506,-0.75307949,-0.860673848,0.170094505,1.088369375,0.901765642,-0.977410247,0.659604061,-0.136699974,0.16711105,0.229446981,0.293930321,-0.113145723,-0.990814299,-0.265265224,0.401337796,-0.060868593,-0.021692685,210
169344,0.227696149,1.185143548,-0.415879862,0.644859192,1.194455184,-0.209093643,1.095315641,-0.232606322,-0.533130557,0.17616333,-1.689508171,0.030827243,1.255829365,0.214352605,0.613906142,-0.305955035,-0.741830284,0.420468724,0.595200791,0.140559766,0.337512359,1.309023007,-0.240906081,-1.016613061,-0.657331967,-0.375199983,0.558116502,0.326482698,11
169345,-0.837905151,1.492831474,-0.840488669,-0.711549351,0.064018288,-0.847178331,0.295779124,0.690762994,-0.156781285,-0.554949898,-1.799056728,0.292953216,0.356992019,0.613019168,-0.423303984,0.331455614,-0.338387932,-0.475196891,0.135827172,-0.104450066,-0.252497533,-0.737656818,0.093987999,-0.662672938,-0.296422713,0.190310649,0.11364049,0.012473213,12.99
169346,-4.416744028,4.230271723,-1.393599738,-1.87746235,0.776661789,-0.735974525,1.89468685,-1.033952364,4.825702974,6.673038032,1.443555969,-0.432500688,-1.157857272,-4.230295245,-0.977757394,-0.541755572,-0.009679111,0.542511241,-0.425891663,3.16094427,-0.885713023,0.119402885,-0.32455559,-0.581662022,0.739041973,0.510956114,1.558733744,0.251445003,4.79
169346,2.060453204,0.076803174,-1.847995149,0.214397778,0.631308893,-0.345824699,0.05121249,-0.046288992,0.309863529,-0.19878778,0.733748811,0.536127741,-0.279042933,-0.606161838,-0.431719083,0.639367941,0.102462816,0.352036712,0.488824418,-0.155127271,-0.342303705,-0.928714438,0.284826848,0.090710576,-0.247939762,0.179060566,-0.068978315,-0.045353555,0.89
169347,-0.686365176,1.240838896,-0.286830115,-0.881123952,0.325779842,-0.649666298,0.684449759,0.229932778,0.189367768,0.382533938,0.293617673,0.416461918,-0.665765214,0.391112298,-0.975004495,0.250005101,-0.714808618,-0.062559225,0.296084139,0.152808226,-0.314358945,-0.619002172,0.04384141,-0.439527899,-0.39283249,0.130399944,0.167132312,-0.087348678,8.96
169347,-0.135024879,1.110393889,-0.44423627,-0.674238832,0.812066097,-0.628647237,0.811399439,0.075247067,-0.026782372,-0.336445982,1.037284125,0.281079878,-0.746023906,-0.754725353,-0.862990349,0.499280989,0.190947366,0.299157863,-0.013522102,0.107854973,-0.320168589,-0.773595738,0.112736446,0.63966781,-0.439871108,0.093548555,0.322636827,0.133787782,2.69
169347,1.378558997,1.289380937,-5.004246784,1.411849842,0.442580636,-1.326535934,-1.413169956,0.248525468,-1.127395934,-3.232153175,2.858465816,-3.096914898,-0.792532436,-5.210140846,-0.613803264,-2.155296885,-3.267115681,-0.688505463,0.737657217,0.226137946,0.370611857,0.028234445,-0.145640429,-0.081049407,0.521874502,0.739467256,0.389151844,0.186636548,0.76
169347,-8.388422717,7.464897958,-5.489019499,-1.546760661,-3.044403098,-2.068439302,-1.754908892,3.162082621,3.924179963,6.353814472,-1.43598769,1.021201611,-0.025225642,0.760023672,0.654325505,-0.231534135,0.44321014,0.048340322,-0.716648308,2.417742399,-0.284181673,0.881795121,0.493800404,-0.03917285,0.48102261,-0.339822692,0.035736293,-0.984049338,0.99
169349,-0.194478486,1.2991677,-0.815064678,-0.527143754,0.660828715,-0.805174168,0.67331427,0.296953036,-0.274435823,-1.076962949,-0.866284124,0.224693509,0.50409234,-0.790077928,-0.315595403,0.46792622,0.470025315,-0.189585152,-0.196722588,-0.043170466,-0.297264669,-0.832233795,0.152464289,0.482286038,-0.364356274,0.119888878,0.096529988,0.022767923,12.26
169350,-0.100737651,0.948658918,0.286746231,-0.703064074,0.617920147,-1.019420996,1.235036642,-0.434928558,0.238684922,0.096004358,-0.869679279,0.24131212,0.449428073,-0.262573884,-0.392598278,-0.171930783,-0.600492122,-0.797442023,-0.056972447,0.190616094,-0.348604608,-0.559756531,0.018638362,-0.108086169,-0.429316543,0.122491362,0.197533473,-0.066480915,9.98
169350,1.832752783,-0.879813369,-0.588613914,0.767483573,-0.847463186,-0.433959467,-0.404566973,-0.212060188,-0.428129345,0.911937716,-1.04022945,0.584662017,1.357572884,-0.247653305,0.080932002,-1.430679318,-0.350296719,1.137617833,-1.352090423,-0.350243424,-0.228333961,-0.24189182,0.138806707,-0.122110752,-0.185811093,-0.681056201,0.054044728,-0.007054329,134
169350,1.993392274,-0.100121102,-0.432059169,1.168566713,-0.211885666,-0.021497614,-0.519244551,0.026827532,0.863762311,0.211893022,-1.080554186,0.293862183,0.468444177,-0.084788576,0.802025978,0.532631378,-0.905394094,0.410498256,-0.673279485,-0.204877777,0.205516296,0.738947328,0.149564656,0.567275986,-0.0308437,-0.585578698,0.054678669,-0.025052995,1
169351,-0.676142671,1.126366062,-2.213699523,0.468308388,-1.120541044,-0.003346296,-2.234739296,1.210157964,-0.65224992,-3.463890879,1.794968969,-2.77502154,-0.418950144,-4.057162377,-0.712615969,-1.603014747,-5.035325917,-0.506999884,0.26627232,0.247967753,0.751825538,0.83410769,0.190943873,0.032070086,-0.739694823,0.471110963,0.385107449,0.194361479,77.89
169351,-0.496415365,1.096792391,0.154132109,-1.048946614,1.443978167,-0.145236954,1.455109706,-0.759900615,1.035022871,0.911053992,0.87924618,-0.676356742,-1.320140975,-1.924362522,-0.4925958,0.356947598,-0.280067448,0.925071509,-0.019029626,0.512108505,-0.200923316,0.267293684,-0.231610893,0.241228585,-0.704909499,0.218743596,-0.326857357,-0.482969218,0.82
169353,2.000192282,-0.296483738,-0.333625469,0.382783667,-0.687484384,-0.742074389,-0.482115766,-0.071423311,1.268307829,-0.112360675,-0.920496267,0.197680948,-0.237921058,0.110972635,1.040603079,0.404465334,-0.692364867,0.01995222,-0.138927316,-0.243320798,-0.142527694,-0.315388414,0.354627582,-0.167170759,-0.43876847,-0.598304984,0.030899015,-0.03223148,6.52
169353,-0.504541588,0.927050884,2.175095783,2.590147529,0.248750331,1.186474668,0.066657194,0.585584805,-1.130688474,0.757651301,-0.075669956,-0.77537594,-1.610265451,0.122490685,-1.097942571,1.765971324,-1.333604089,0.939155357,-1.595685436,-0.193123678,0.167757332,0.245572402,0.09915446,0.654081888,-0.84902865,-0.308395277,0.166532648,0.197629289,30.62
169353,-0.834091321,1.297110417,-0.1412003,-1.006178453,1.111938269,-0.144784631,1.099278677,-0.417290778,0.814406736,0.639341956,0.693445988,-0.508194983,-1.248753626,-1.505671517,-0.543532679,0.441097976,-0.19622614,0.918671738,0.026899996,0.244406657,-0.086261768,0.292372572,-0.172886195,0.251492194,-0.756079564,0.190496528,-0.833291461,-0.611700474,3.26
169353,-1.879722611,1.6191443,-1.70879241,-0.723509309,0.743480996,0.477920213,-0.057425074,1.156526939,0.465394782,-0.237095095,-0.321511622,0.086081113,-0.666260481,-0.450298257,0.68450453,-0.372362507,1.578947715,-1.566163179,-1.423794614,-0.243595879,-0.32479713,-0.583350898,0.538050593,-0.477056879,-0.437918839,0.224257111,0.193388243,0.049252506,16.98
169355,-2.841711173,3.156079214,-1.82022067,0.623866408,-0.451954036,-1.126166995,0.294303759,1.007672251,0.902155095,2.083629356,-1.758330653,-1.027803989,-2.672120354,1.175548778,0.003100875,-0.95694622,0.647216976,-0.0720635,0.547185823,0.642463592,-0.09076002,0.259407,-0.063978999,-0.169699441,0.405312441,-0.346945716,0.726219403,0.316154307,4.49
169356,1.526288398,-1.620052352,-3.043012435,-0.228190115,0.063620135,-1.174791765,1.022654525,-0.675234295,-1.130387489,0.867681385,-1.28337287,-0.559937743,-0.330901891,0.845339998,-0.229661992,-2.131653432,0.134054856,0.835906941,-0.699708938,0.15864542,0.107636217,0.011305623,-0.418512349,0.656433339,0.390713174,0.956073178,-0.20379805,-0.020043679,399.3
169357,1.833969697,-0.593115322,-0.550233727,0.040620917,-0.532669628,-0.325763468,-0.373088902,-0.011886432,0.927804853,-0.085547245,0.760920503,1.42043938,0.650911185,0.074152335,-0.07098125,0.452439019,-0.882617513,0.189156199,0.449923767,0.004434337,-0.155312711,-0.492448172,0.280913001,-0.348899659,-0.507312734,-0.337407321,-0.010337151,-0.03537517,85
169358,0.057599009,1.014645916,-0.192010791,-0.418906292,0.829508227,-1.142088801,0.969408195,-0.171842305,-0.175705018,-0.846321561,-0.164154648,0.405347222,0.614687511,-1.122606661,-0.345011729,0.163349443,0.495444256,-0.447819733,-0.405367273,0.067562964,-0.297362414,-0.699121823,0.157537523,1.061635278,-0.455754343,0.081503212,0.224806908,0.092109113,1.98
169358,2.098329777,0.125538399,-2.095169495,0.514865354,0.699657964,-0.423207404,0.03999943,-0.164971285,0.813098975,-0.685161569,-1.164049396,0.000554374,0.283934117,-1.819934975,-0.365347209,0.328515563,0.945523597,0.39838315,0.151302248,-0.118207722,-0.082468462,0.07140082,-0.01340427,0.023152866,0.214460182,0.645006623,-0.043755164,-0.030092362,1
169358,-0.889481025,1.560933252,-0.633917169,1.053165051,0.180963999,-0.843619406,0.931109779,0.27590422,-0.625941943,-0.191429852,-1.524346336,-0.639719456,-1.567964533,1.157642534,-0.194445474,-0.986925592,0.49267404,-0.152114242,0.794292506,-0.375183487,0.203802375,0.567959045,-0.225403048,-0.028723618,-0.091778139,-0.437596578,-0.474292787,-0.192484996,39.63
169359,-0.76680991,1.028014722,-0.542454737,-0.822275344,0.682241711,-0.235704255,1.95520814,-0.568927396,0.412060826,0.284332037,1.023263221,-0.78486949,-2.219231614,-0.978278379,-0.657676606,0.201777564,0.196102444,0.414454578,0.025518531,-0.034417447,-0.302308818,-0.33387758,-0.050720412,0.578204915,-0.779240048,0.095801693,-0.165730863,-0.099209969,140.97
169359,0.050962178,0.975050364,-0.972277178,-0.527180664,1.183464448,-0.494311092,0.812470534,-0.047727881,0.027808725,-0.460461729,0.066640821,-0.400211649,-0.822357056,-0.567587649,0.172281932,0.565725716,-0.163789616,1.641774507,0.512989033,-0.015952225,0.243019157,0.858668642,-0.28006005,-1.189373399,-0.240208902,-0.099171909,0.24971408,0.160654248,2.99
169359,2.130195138,-0.587328515,-1.041773514,-0.580668731,-0.729120734,-0.811544389,-0.908432565,-0.112426984,-0.072834519,0.051230456,0.124987943,-0.312702518,0.785702055,-2.227444283,0.322304162,1.496197878,1.499896408,-0.704842188,0.005101059,0.069059133,0.265521843,0.87683989,0.189643593,1.005213225,-0.168487144,-0.14237531,0.033508347,-0.001141862,10.79
169360,-0.494823836,1.462702859,-0.688760231,-0.439507829,0.355569073,-1.138241289,0.713717562,0.24917559,-0.161768305,-0.778983908,-0.286070177,0.564401916,0.679199641,-0.883324108,-0.367369298,0.274322907,0.649713577,-0.424811127,-0.438651243,0.059484358,-0.296427279,-0.722212722,0.260459337,1.056618991,-0.370798167,0.090606467,0.220792874,0.079329101,17.99
